Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier	Digital Archive URL (new)
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	233	[1:10,000]	43.514821	-79.900475	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-233	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	234	[1:10,000]	43.514666	-79.890776	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-234	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	235	[1:10,000]	43.514572	-79.880905	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-235	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	236	[1:10,000]	43.514479	-79.870906	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-236	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	237	[1:10,000]	43.51451	-79.861078	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-237	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	238	[1:10,000]	43.514479	-79.84859	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-238	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	239	[1:10,000]	43.514448	-79.839063	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-239	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	240	[1:10,000]	43.514354	-79.826274	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-240	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	111	[1:10,000]	43.5287	-80.143504	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-111	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	112	[1:10,000]	43.528638	-80.13329	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-112	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	113	[1:10,000]	43.528576	-80.122776	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-113	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	114	[1:10,000]	43.528482	-80.112519	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-114	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	115	[1:10,000]	43.528576	-80.102048	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-115	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	116	[1:10,000]	43.528545	-80.090933	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-116	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	117	[1:10,000]	43.528545	-80.079389	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-117	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	118	[1:10,000]	43.528638	-80.069132	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-118	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	119	[1:10,000]	43.528607	-80.058446	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-119	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	210	[1:10,000]	43.528576	-80.154147	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-210	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	220	[1:10,000]	43.528545	-80.047631	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-220	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	221	[1:10,000]	43.528513	-80.037246	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-221	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	222	[1:10,000]	43.528482	-80.025702	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-222	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	223	[1:10,000]	43.528482	-80.013943	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-223	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	224	[1:10,000]	43.528451	-80.002913	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-224	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	225	[1:10,000]	43.52842	-79.99227	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-225	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	226	[1:10,000]	43.528358	-79.981713	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-226	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	227	[1:10,000]	43.528296	-79.971156	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-227	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	228	[1:10,000]	43.528264	-79.960856	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-228	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	229	[1:10,000]	43.528264	-79.950385	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-229	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	230	[1:10,000]	43.528202	-79.94	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-230	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	231	[1:10,000]	43.528171	-79.929614	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-231	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	232	[1:10,000]	43.528171	-79.919143	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-232	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	233	[1:10,000]	43.528202	-79.908671	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-233	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	234	[1:10,000]	43.528202	-79.898114	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-234	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	235	[1:10,000]	43.528264	-79.888673	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-235	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	236	[1:10,000]	43.528264	-79.877	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-236	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	237	[1:10,000]	43.528264	-79.865799	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-237	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	238	[1:10,000]	43.528202	-79.855757	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-238	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	239	[1:10,000]	43.528202	-79.845457	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-239	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4337	240	[1:10,000]	43.528171	-79.83593	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4337	AirPhotos_Hamilton_1978_4337-240	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4338	70	[1:10,000]	43.543758	-80.204144	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4338	AirPhotos_Hamilton_1978_4338-70	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4338	71	[1:10,000]	43.543727	-80.19423	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4338	AirPhotos_Hamilton_1978_4338-71	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4338	72	[1:10,000]	43.543664	-80.18363	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4338	AirPhotos_Hamilton_1978_4338-72	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4338	73	[1:10,000]	43.543602	-80.173373	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4338	AirPhotos_Hamilton_1978_4338-73	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4338	74	[1:10,000]	43.543571	-80.162988	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4338	AirPhotos_Hamilton_1978_4338-74	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4338	75	[1:10,000]	43.543509	-80.151916	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4338	AirPhotos_Hamilton_1978_4338-75	#N/A
